DATE,CLOSESPX,OPENSPX,HIGHSPX,LOWSPX,CLOSEVIX,OPENVIX,HIGHVIX,LOWVIX,CLOSETLT,OPENTLT,HIGHTLT,LOWTLT,VOLTLT,CLOSENASDAQ,OPENNASDAQ,HIGHNASDAQ,LOWNASDAQ,OPENXOI,CLOSEXOI,HIGHXOI,LOWXOI
20220325,4543.06,4522.91,4546.03,4501.07,20.81,21.87,22.86,20.8,128.66,129.52,129.52,127.66,4369177.00,14754.31,14766.9,14805.88,14577.59,1581.14,1614.65,1616.49,1572.39
20220328,4575.52,4541.09,4575.65,4517.69,19.63,22.14,23.33,19.54,129.76,129.4,130.56,129.06,2446334.00,14987.4,14763.16,14988.02,14705.92,1614.65,1574.53,1614.65,1566.23
20220329,4631.6,4602.86,4637.3,4589.66,18.9,19.7,19.73,18.67,130.74,130.55,131.55,129.75,3506473.00,15239.32,15142.93,15265.42,15039.61,1574.53,1569.64,1574.53,1522.52
20220330,4602.45,4624.2,4627.77,4581.32,19.33,19.38,20.51,18.72,131.76,130.09,132.01,129.99,2881017.00,15071.55,15177.15,15229.01,15010.34,1569.64,1596.05,1605.61,1569.64
20220331,4530.41,4599.02,4603.07,4530.41,20.56,19.68,21.48,19.54,132.08,132.03,132.66,131.66,3979406.00,14838.49,15074.23,15088.38,14838.11,1596.05,1574.84,1609.77,1574.84
20220401,4545.86,4540.32,4548.7,4507.57,19.63,20.62,20.86,19.41,132.38,130.0,132.95,129.72,3601911.00,14861.21,14886.91,14925.93,14723.83,1574.84,1589.96,1600.67,1574.05
20220404,4582.64,4547.97,4583.5,4539.21,18.57,20.75,20.78,18.45,131.46,131.93,131.97,130.72,2138545.00,15159.58,14903.38,15161.88,14884.57,1589.96,1595.73,1606.28,1580.49
20220405,4525.12,4572.45,4593.45,4514.17,21.03,18.79,21.57,18.55,128.49,130.76,130.77,128.3,4735554.00,14820.64,15109.27,15120.67,14782.57,1595.73,1570.26,1618.84,1568.63
20220406,4481.15,4494.17,4503.94,4450.04,22.1,21.27,24.78,21.24,127.45,126.42,128.29,126.4,4001584.00,14498.88,14600.3,14639.35,14395.4,1570.26,1574.32,1601.22,1565.42
20220407,4500.21,4474.65,4521.16,4450.3,21.55,21.97,23.82,21.12,126.49,126.12,126.67,125.41,4515939.00,14531.81,14469.5,14624.24,14315.69,1574.32,1589.13,1593.83,1548.72
20220408,4488.28,4494.15,4520.41,4474.6,21.16,21.25,22.34,20.28,125.12,125.45,125.83,124.26,4469284.00,14327.26,14450.53,14490.19,14307.68,1589.13,1628.8,1634.37,1589.13
20220411,4412.53,4462.64,4464.35,4408.38,24.37,23.09,24.42,22.09,123.14,123.92,124.19,122.57,4622664.00,13990.21,14149.6,14187.67,13979.14,1628.8,1579.63,1628.8,1575.26
20220412,4397.45,4437.59,4471.0,4381.34,24.26,24.94,25.38,22.27,122.97,124.05,124.16,122.68,3767785.00,13940.24,14175.66,14264.74,13882.75,1579.63,1605.21,1633.36,1579.63
20220413,4446.59,4394.3,4453.92,4392.7,21.82,23.52,24.45,21.37,123.22,123.04,124.29,122.9,2876407.00,14217.29,13939.61,14258.81,13919.48,1605.21,1627.66,1631.37,1601.5
20220414,4392.59,4449.12,4460.46,4390.77,22.7,21.72,22.7,20.85,120.75,122.86,122.92,120.39,6305024.00,13893.21,14225.46,14235.39,13884.82,1627.66,1626.81,1638.09,1618.18
20220418,4391.69,4385.63,4410.31,4370.3,22.17,24.52,24.6,21.98,120.15,120.87,121.07,119.69,3418135.00,13910.76,13859.47,13997.92,13788.96,1626.81,1654.88,1661.24,1626.81
20220419,4462.21,4390.63,4471.03,4390.63,21.37,22.55,22.92,20.36,119.25,119.17,119.71,118.68,5372672.00,14210.26,13882.75,14236.51,13844.74,1654.88,1640.54,1662.26,1633.24
20220420,4459.45,4472.26,4488.29,4448.76,20.32,21.13,21.32,19.75,121.65,120.22,121.96,119.92,5456649.00,13998.53,14246.2,14263.61,13962.86,1640.54,1653.17,1659.96,1637.24
20220421,4393.66,4489.17,4512.94,4384.47,22.68,20.24,23.28,19.81,120.75,120.82,120.9,119.18,4634164.00,13720.45,14174.92,14277.21,13682.68,1653.17,1599.58,1673.19,1593.95
20220422,4271.78,4385.83,4385.83,4267.62,28.21,22.71,28.27,22.62,119.99,120.07,121.42,119.81,4012854.00,13356.87,13714.63,13769.4,13342.79,1599.58,1554.52,1608.17,1553.55
20220425,4296.12,4255.34,4299.02,4200.82,27.02,30.04,31.6,26.8,121.19,121.39,122.19,121.12,4256253.00,13533.22,13275.41,13541.77,13239.73,1554.52,1504.91,1554.52,1453.16
20220426,4175.2,4278.14,4278.14,4175.2,33.52,27.38,33.81,27.06,122.41,122.44,123.03,121.77,4440618.00,13009.71,13447.66,13447.66,13009.71,1504.91,1507.74,1541.99,1498.49
20220427,4183.96,4186.52,4240.71,4162.9,31.6,31.11,32.77,29.82,120.84,122.19,122.32,120.77,2332490.00,13003.36,13009.4,13241.94,12936.41,1507.74,1529.41,1541.31,1483.62
20220428,4287.5,4222.58,4308.45,4188.63,29.99,29.91,32.0,28.0,121.02,120.39,121.06,120.01,3006577.00,13456.06,13254.96,13542.56,13038.17,1529.41,1581.72,1593.09,1513.97
20220429,4131.93,4253.75,4269.68,4124.28,33.4,28.97,34.34,28.54,119.45,119.26,120.97,119.11,4627771.00,12854.8,13274.94,13428.53,12835.48,1581.72,1545.94,1594.02,1540.37
20220502,4155.38,4130.61,4169.81,4062.51,32.34,33.35,36.64,31.74,117.18,117.84,118.27,116.94,4606221.00,13075.85,12864.83,13083.57,12716.63,1545.94,1566.74,1567.2,1522.59
20220503,4175.48,4159.78,4200.1,4147.08,29.25,31.76,32.82,29.06,117.97,119.08,119.3,117.9,3424393.00,13089.9,13045.35,13178.74,12982.7,1566.74,1621.73,1626.37,1566.74
20220504,4300.17,4181.18,4307.66,4148.91,25.42,29.12,29.42,24.94,118.62,117.95,118.96,117.35,5214706.00,13535.71,13110.3,13556.67,12887.53,1621.73,1686.04,1688.92,1621.73
20220505,4146.87,4270.43,4270.43,4106.01,31.2,25.97,33.2,25.78,115.37,116.34,116.47,114.02,8857540.00,12850.55,13344.79,13344.79,12710.59,1686.04,1660.68,1699.19,1625.92
20220506,4123.34,4128.17,4157.69,4067.91,30.19,32.23,35.34,29.83,113.67,114.13,115.03,113.32,6835903.00,12693.54,12776.86,12926.58,12522.77,1660.68,1711.63,1711.93,1650.53
20220509,3991.24,4081.27,4081.27,3975.48,34.75,31.9,35.48,31.9,114.67,112.85,114.71,112.62,5416261.00,12187.72,12465.91,12542.32,12136.19,1711.63,1571.82,1711.63,1564.75
20220510,4001.05,4035.18,4068.82,3958.17,32.99,33.66,34.84,32.24,115.71,115.9,116.96,115.49,7080982.00,12345.86,12496.84,12537.89,12173.47,1571.82,1583.97,1628.99,1548.77
20220511,3935.18,3990.08,4049.09,3928.82,32.56,32.87,34.39,30.69,117.94,114.76,117.94,114.44,5870284.00,11967.56,12240.21,12470.89,11939.09,1583.97,1602.55,1654.3,1583.97
20220512,3930.08,3903.95,3964.8,3858.87,31.77,33.74,34.76,31.7,117.72,118.01,118.89,117.66,5728164.00,11945.5,11790.13,12128.73,11692.12,1602.55,1600.05,1604.68,1556.42
20220513,4023.89,3963.9,4038.88,3963.9,28.87,31.09,31.2,28.78,115.98,116.97,117.15,115.9,3768842.00,12387.4,12125.93,12429.29,12069.13,1600.05,1659.04,1667.99,1600.05
20220516,4008.01,4013.02,4046.46,3983.99,27.47,30.01,30.23,27.36,115.86,116.19,116.92,115.85,2277002.00,12243.58,12297.07,12395.51,12196.21,1659.04,1691.61,1707.73,1659.04
20220517,4088.85,4052.0,4090.72,4033.93,26.1,27.07,27.17,25.51,114.46,114.71,115.35,114.36,2761667.00,12564.1,12496.63,12572.99,12333.99,1691.61,1705.79,1717.34,1691.61
20220518,3923.68,4051.98,4051.98,3911.91,30.96,26.74,31.49,26.21,116.9,114.72,116.99,114.61,2472349.00,11928.31,12352.92,12389.96,11887.0,1705.79,1661.01,1717.14,1642.66
20220519,3900.79,3899.0,3945.96,3876.58,29.35,31.24,33.11,29.06,117.18,118.63,118.71,116.86,3419975.00,11875.63,11872.56,12066.85,11795.79,1661.01,1661.78,1689.94,1630.04
20220520,3901.36,3927.76,3943.42,3810.32,29.43,28.78,32.91,28.06,118.51,117.1,119.02,117.06,3705095.00,11835.62,12037.03,12044.7,11492.29,1661.78,1663.63,1697.21,1630.29
20220523,3973.75,3919.42,3981.88,3909.04,28.48,28.98,30.39,28.29,116.56,117.68,118.25,116.55,2527834.00,12034.28,11867.08,12047.81,11785.76,1663.63,1710.24,1715.57,1663.63
20220524,3941.48,3942.94,3955.68,3875.13,29.45,29.43,31.07,29.04,118.86,117.94,119.62,117.88,3555050.00,11769.84,11807.78,11842.81,11576.11,1710.24,1714.07,1720.28,1675.26
20220525,3978.73,3929.59,3999.33,3925.03,28.37,29.33,30.23,28.16,119.33,119.61,119.61,118.59,2755413.00,11943.93,11732.45,12028.89,11714.27,1714.07,1751.56,1755.38,1714.07
20220526,4057.84,3984.6,4075.14,3984.6,27.5,28.42,28.46,27.11,118.79,119.02,119.09,117.81,2902510.00,12276.79,11906.83,12337.73,11901.87,1751.56,1771.32,1782.83,1751.56
20220527,4158.24,4077.43,4158.34,4077.43,25.72,27.5,27.54,25.57,119.08,119.29,119.72,118.75,2010154.00,12681.42,12421.8,12681.42,12405.29,1771.32,1805.93,1806.37,1762.04
20220531,4132.15,4151.09,4168.34,4104.88,26.19,27.47,28.35,25.94,116.56,117.19,117.21,115.93,4952752.00,12642.1,12688.95,12762.84,12482.33,1805.93,1790.4,1858.62,1786.75
20220601,4101.23,4149.78,4166.54,4073.85,25.69,26.05,27.73,25.38,116.22,117.02,117.34,115.69,2809720.00,12548.36,12750.31,12820.47,12457.91,1790.4,1819.9,1831.8,1790.4
20220602,4176.82,4095.41,4177.51,4074.37,24.72,25.73,26.5,24.33,116.28,116.65,116.7,115.46,1885896.00,12892.89,12498.63,12897.63,12447.77,1819.9,1817.29,1832.32,1795.81
20220603,4108.54,4137.57,4142.67,4098.67,24.79,24.91,25.96,24.76,116.03,115.07,116.05,114.87,2572445.00,12548.03,12650.38,12724.81,12505.76,1817.29,1839.77,1844.75,1817.29
20220606,4121.43,4134.72,4168.78,4109.18,25.07,25.37,25.81,24.82,113.89,115.15,115.5,113.82,3240817.00,12599.63,12745.89,12804.46,12534.58,1839.77,1845.39,1856.67,1830.76
20220607,4160.68,4096.47,4164.86,4080.19,24.02,25.54,26.24,23.88,115.12,114.61,115.78,114.59,2233230.00,12711.68,12456.49,12737.3,12413.55,1845.39,1899.84,1900.07,1841.88
20220608,4115.77,4147.12,4160.14,4107.2,23.96,24.37,24.78,23.74,114.1,114.67,115.13,114.08,2102361.00,12615.13,12682.81,12776.65,12578.55,1899.84,1898.18,1918.02,1889.04
20220609,4017.82,4101.65,4119.1,4017.17,26.09,24.29,26.24,23.82,114.48,113.84,114.7,113.68,2412264.00,12269.78,12543.37,12666.41,12265.86,1898.18,1859.15,1898.18,1858.28
20220610,3900.86,3974.39,3974.39,3900.16,27.75,26.26,29.63,26.05,113.77,114.33,114.61,112.97,3659061.00,11832.82,12052.59,12082.69,11825.35,1859.15,1831.37,1859.27,1810.04
20220613,3749.63,3838.15,3838.15,3734.3,34.02,31.37,35.05,31.29,110.2,111.5,111.65,109.24,5466069.00,11288.32,11472.19,11568.65,11254.18,1831.37,1739.69,1831.37,1702.15
20220614,3735.48,3763.52,3778.18,3705.68,32.69,33.01,34.0,32.06,108.81,110.52,110.98,108.59,3374582.00,11311.69,11385.18,11418.22,11205.92,1739.69,1747.85,1804.9,1724.5
20220615,3789.99,3764.05,3837.56,3722.3,29.62,32.39,32.77,27.76,110.84,110.09,110.99,109.04,4508657.00,11593.77,11468.13,11751.29,11346.54,1747.85,1714.0,1751.74,1683.46
20220616,3666.77,3728.18,3728.18,3639.77,32.95,30.35,34.82,30.35,111.72,108.45,111.72,108.11,4616486.00,11127.57,11286.87,11311.05,11037.21,1714.0,1608.04,1714.0,1596.02
20220617,3674.84,3665.9,3707.71,3636.87,31.13,32.84,33.31,30.47,112.08,112.01,112.83,110.97,3753134.00,11265.99,11172.65,11357.97,11089.93,1608.04,1515.37,1608.04,1495.44
20220621,3764.79,3715.31,3779.65,3715.31,30.19,30.63,30.65,29.33,110.18,110.08,111.01,109.81,2533560.00,11546.76,11446.98,11638.47,11446.98,1515.37,1590.42,1599.75,1515.37
20220622,3759.89,3733.89,3801.79,3717.69,28.95,31.45,31.57,28.78,113.21,112.69,113.31,112.38,3623180.00,11527.71,11427.74,11708.08,11423.2,1590.42,1519.45,1590.42,1504.13
20220623,3795.73,3774.71,3802.58,3743.52,29.05,29.29,29.77,28.74,114.14,113.91,115.16,113.49,3721617.00,11697.68,11622.09,11729.62,11515.49,1519.45,1454.45,1539.43,1438.05
20220624,3911.74,3821.75,3912.71,3821.75,27.23,29.07,29.72,26.83,112.56,113.45,114.15,112.5,2983789.00,12105.85,11826.95,12112.82,11812.18,1454.45,1480.22,1513.99,1454.45
20220627,3900.11,3920.76,3927.72,3889.66,26.95,28.3,28.66,26.93,111.6,111.22,112.2,111.17,2021790.00,12008.24,12157.93,12175.98,11965.67,1480.22,1531.69,1540.36,1480.22
20220628,3821.55,3913.0,3945.86,3820.14,28.36,26.9,28.68,26.47,112.12,111.29,112.18,110.87,2405618.00,11637.77,12021.34,12133.87,11633.13,1531.69,1579.36,1601.66,1531.69
20220629,3818.83,3825.09,3836.5,3799.02,28.16,28.8,29.36,27.85,113.87,112.38,113.9,112.18,1884449.00,11658.26,11619.01,11710.21,11537.72,1579.36,1520.68,1609.43,1516.98
20220630,3785.38,3785.99,3818.99,3738.67,28.71,29.42,30.22,28.28,114.87,114.84,115.77,114.75,3883354.00,11503.72,11532.32,11650.96,11322.86,1520.67,1492.6,1523.86,1471.92
20220701,3825.33,3781.0,3829.82,3752.1,27.53,29.53,29.59,26.69,115.82,115.91,117.58,115.22,3876537.00,11585.68,11472.63,11592.85,11378.63,1492.6,1509.23,1515.77,1457.51
20220705,3831.39,3792.61,3831.8,3742.06,27.54,27.37,29.82,27.3,116.73,116.89,117.75,116.17,2631366.00,11779.9,11419.34,11781.45,11366.07,1509.23,1437.45,1509.23,1403.81
20220706,3845.08,3831.98,3870.91,3809.37,26.73,27.84,28.07,26.43,114.77,117.41,117.53,114.77,3465801.00,11852.59,11807.08,11941.31,11727.36,1437.45,1405.01,1442.03,1361.87
20220707,3902.62,3858.85,3910.63,3858.85,26.08,26.73,26.79,25.66,113.76,115.1,115.17,113.52,2327089.00,12109.05,11913.73,12137.71,11897.51,1405.01,1458.26,1469.36,1405.01
20220708,3899.38,3888.26,3918.5,3869.34,24.64,26.41,26.61,24.43,112.5,113.5,113.5,112.05,2507064.00,12125.69,11977.95,12179.32,11956.03,1458.26,1455.69,1480.77,1434.16
20220711,3854.43,3880.94,3880.94,3847.22,26.17,26.42,26.74,25.79,114.44,113.8,114.79,113.71,2089238.00,11860.28,12008.76,12026.06,11830.88,1455.69,1441.18,1455.69,1420.18
20220712,3818.8,3851.95,3873.41,3802.36,27.29,27.14,27.75,25.82,115.12,115.51,116.22,114.98,2572275.00,11744.99,11926.84,11990.44,11684.02,1441.18,1405.4,1441.18,1381.83
20220713,3801.78,3779.67,3829.44,3759.07,26.82,27.35,29.06,26.23,116.44,113.76,116.65,113.45,3760571.00,11728.53,11523.91,11819.69,11498.96,1405.4,1404.3,1431.45,1392.11
20220714,3790.38,3763.99,3796.41,3721.56,26.4,27.47,28.45,26.2,115.49,115.09,116.15,114.47,2684036.00,11768.4,11637.18,11801.11,11488.27,1404.3,1369.28,1404.3,1328.78
20220715,3863.16,3818.0,3863.62,3817.18,24.23,26.72,26.72,24.13,116.14,115.82,116.82,115.61,2442259.00,11983.62,11896.15,11987.52,11828.13,1369.28,1401.89,1402.44,1369.28
20220718,3830.85,3883.79,3902.44,3818.63,25.3,24.83,25.91,24.38,114.93,115.25,115.32,114.18,2665317.00,11877.5,12089.68,12156.09,11836.52,1401.89,1435.5,1458.88,1401.89
20220719,3936.69,3860.73,3939.81,3860.73,24.5,25.12,25.41,24.23,114.31,114.95,115.15,113.66,2010130.00,12249.42,12046.69,12258.37,11967.92,1435.5,1482.28,1485.04,1434.69
20220720,3959.9,3935.32,3974.13,3922.03,23.88,24.23,24.73,23.4,114.61,115.51,115.54,114.05,2155800.00,12439.68,12269.07,12488.39,12232.2,1482.27,1498.69,1504.91,1462.13
20220721,3998.95,3955.47,3998.95,3927.64,23.11,24.07,24.67,22.92,116.59,115.2,116.71,115.01,2924264.00,12619.41,12466.13,12619.41,12351.42,1498.69,1468.6,1498.69,1426.13
20220722,3961.63,3998.43,4012.44,3938.86,23.03,23.3,23.81,22.41,118.55,118.32,119.27,117.98,3476600.00,12396.47,12575.76,12662.86,12322.82,1468.6,1452.11,1483.99,1443.69
20220725,3966.84,3965.72,3975.3,3943.46,23.36,24.33,24.57,23.19,117.39,116.71,117.54,116.47,2926313.00,12328.41,12391.21,12415.59,12244.4,1452.11,1510.48,1510.85,1452.11
20220726,3921.05,3953.22,3953.22,3910.74,24.69,23.95,25.31,23.82,117.48,118.86,119.24,117.4,2678552.00,12086.9,12248.21,12259.01,12051.21,1510.48,1494.39,1534.84,1483.38
20220727,4023.61,3951.43,4039.56,3951.43,23.24,24.27,24.41,23.02,116.82,118.01,118.49,116.71,3314552.00,12601.47,12299.34,12660.77,12256.93,1494.39,1533.64,1540.98,1489.2
20220728,4072.43,4026.13,4078.95,3992.97,22.33,23.33,23.54,22.22,117.75,118.06,118.92,117.32,3519490.00,12717.87,12580.62,12741.83,12433.55,1533.64,1535.46,1558.61,1512.66
20220729,4130.29,4087.33,4140.15,4079.22,21.33,22.13,22.16,21.21,117.43,117.7,119.3,117.33,3709699.00,12947.97,12784.2,12986.64,12726.25,1535.46,1592.41,1596.03,1535.46
20220801,4118.63,4112.38,4144.95,4096.02,22.84,22.41,23.27,22.26,120.04,118.28,120.09,118.09,3318975.00,12940.78,12877.04,13084.61,12833.16,1592.41,1561.66,1592.41,1540.08
20220802,4091.19,4104.21,4140.47,4079.81,23.93,24.08,24.68,22.67,117.5,120.16,120.69,117.3,3467419.00,12901.6,12853.04,13073.27,12809.01,1561.66,1566.24,1582.11,1549.31
20220803,4155.17,4107.96,4167.66,4107.96,21.95,23.86,23.92,21.68,119.35,117.16,119.47,116.34,3990959.00,13253.26,12983.58,13289.19,12974.85,1566.24,1520.4,1581.3,1511.41
20220804,4151.94,4154.85,4161.29,4135.42,21.44,22.06,22.66,21.44,119.31,118.96,119.55,118.54,2676512.00,13311.04,13253.77,13326.72,13170.44,1520.4,1470.68,1520.4,1467.69
20220805,4145.19,4115.87,4151.58,4107.31,21.15,21.5,22.58,20.76,116.47,117.07,117.11,115.89,3408938.00,13207.69,13107.45,13286.02,13070.36,1470.67,1502.55,1514.09,1452.9
20220808,4140.06,4155.93,4186.62,4128.97,21.29,21.74,22.01,20.83,118.35,117.67,118.53,117.57,3060447.00,13159.16,13227.09,13394.54,13103.8,1502.55,1514.23,1526.54,1502.55
20220809,4122.47,4133.11,4137.3,4112.09,21.77,21.41,22.23,21.41,117.89,117.73,118.35,117.46,1574099.00,13008.17,13064.24,13095.7,12945.6,1514.23,1543.19,1561.16,1514.23
20220810,4210.24,4181.02,4211.03,4177.26,19.74,22.28,22.34,19.54,117.12,117.74,118.91,116.73,2619971.00,13378.32,13330.66,13386.85,13220.05,1543.19,1556.37,1564.66,1517.66
20220811,4207.27,4227.4,4257.91,4201.41,20.2,19.84,20.85,19.71,114.39,116.86,117.05,114.09,3790479.00,13291.99,13471.03,13555.38,13271.35,1556.37,1605.63,1617.71,1556.37
20220812,4280.15,4225.02,4280.47,4219.78,19.53,20.34,20.35,19.12,115.55,115.1,115.57,114.43,2396786.00,13565.87,13384.65,13565.87,13341.65,1605.63,1616.89,1617.72,1583.61
20220815,4297.14,4269.37,4301.79,4256.9,19.95,20.74,21.16,19.81,115.45,116.34,116.75,115.45,1561247.00,13667.18,13529.66,13685.65,13524.53,1616.89,1579.62,1616.89,1534.41
20220816,4305.2,4290.46,4325.28,4277.77,19.69,20.23,20.39,19.5,115.93,115.25,116.02,114.24,2328303.00,13635.21,13617.66,13720.91,13508.47,1579.62,1574.77,1597.31,1562.8
20220817,4274.04,4280.4,4302.18,4253.08,19.9,19.74,20.63,19.41,114.72,115.05,115.1,114.31,2526803.00,13470.86,13499.24,13591.58,13389.82,1574.77,1592.98,1605.95,1563.47
20220818,4283.74,4273.13,4292.53,4261.98,19.56,20.51,20.61,19.43,114.89,114.96,115.64,114.58,2475758.00,13505.99,13474.24,13553.28,13405.74,1592.98,1627.94,1630.13,1592.98
20220819,4228.48,4266.31,4266.31,4218.7,20.6,20.16,21.27,20.08,113.04,113.2,113.33,112.75,2559174.00,13242.9,13370.25,13402.61,13210.82,1627.94,1629.69,1635.69,1614.08
20220822,4137.99,4195.08,4195.08,4129.86,23.8,22.41,24.62,22.39,112.66,112.85,112.96,112.13,1852573.00,12890.54,13056.39,13073.07,12859.82,1629.69,1629.93,1635.93,1589.42
20220823,4128.73,4133.09,4159.77,4124.03,24.11,24.13,24.21,23.07,112.04,112.22,113.48,111.74,3537547.00,12881.79,12885.28,13000.71,12852.7,1629.93,1685.54,1700.01,1629.93
20220824,4140.77,4126.55,4156.56,4119.97,22.82,24.37,24.86,22.73,111.22,111.49,111.87,110.87,2461084.00,12917.86,12876.23,12995.14,12843.58,1685.54,1702.54,1705.27,1676.53
20220825,4199.12,4153.26,4200.54,4147.59,21.78,22.41,23.13,21.77,112.77,111.29,113.08,110.99,3097554.00,13143.58,12984.74,13146.84,12951.61,1702.54,1717.54,1724.88,1702.54
20220826,4057.66,4198.74,4203.04,4057.66,25.56,22.07,25.9,21.67,113.62,112.3,113.99,112.04,3672307.00,12605.17,13129.91,13175.25,12603.41,1717.54,1702.64,1737.08,1694.75
20220829,4030.61,4034.58,4062.99,4017.42,26.21,26.86,27.67,25.47,112.68,112.94,113.01,112.14,2524029.00,12484.32,12488.46,12594.34,12440.4,1702.64,1728.95,1752.36,1697.86
20220830,3986.16,4041.25,4044.98,3965.21,26.21,25.75,27.69,25.13,112.96,112.62,113.51,112.21,2718574.00,12342.7,12562.4,12572.88,12240.82,1728.95,1666.99,1728.95,1654.52
20220831,3955.0,4000.67,4015.37,3954.53,25.87,25.86,26.62,25.31,111.88,112.69,113.32,111.57,3036016.00,12272.03,12448.07,12502.15,12268.08,1666.99,1648.43,1677.61,1617.81
20220901,3966.85,3936.73,3970.23,3903.65,25.56,26.88,27.45,25.25,109.6,109.84,110.24,108.94,3787070.00,12274.63,12158.88,12290.33,12012.98,1648.43,1606.27,1648.43,1587.48
20220902,3924.26,3994.66,4018.43,3906.21,25.99,25.51,26.28,23.19,110.22,109.68,110.55,109.47,2206019.00,12098.44,12392.46,12451.29,12035.53,1606.27,1642.91,1660.88,1606.27
20220906,3908.19,3930.89,3942.55,3886.75,26.91,25.46,27.8,25.33,107.49,108.89,108.97,107.42,4105539.00,12011.31,12106.57,12152.42,11928.81,1642.91,1626.07,1660.34,1618.69
20220907,3979.87,3909.43,3987.89,3906.03,24.64,26.93,27.15,24.54,109.19,108.3,109.48,108.21,2484992.00,12259.39,12038.18,12298.12,12026.98,1626.07,1602.63,1626.07,1576.64
20220908,4006.18,3959.94,4010.5,3944.81,23.61,24.7,25.9,23.56,108.07,108.86,109.51,108.06,2535894.00,12321.19,12139.57,12374.13,12120.26,1602.63,1607.31,1614.18,1587.64
20220909,4067.36,4022.94,4076.81,4022.94,22.79,23.49,23.57,22.64,108.31,108.31,108.8,107.64,2107152.00,12588.29,12424.15,12610.43,12424.15,1607.31,1645.19,1653.03,1607.31
20220912,4110.41,4083.67,4119.28,4083.67,23.87,23.58,24.23,23.16,107.42,108.6,108.89,106.92,2505490.00,12739.72,12649.23,12752.83,12639.76,1645.19,1672.48,1693.23,1645.19
20220913,3932.69,4037.12,4037.12,3921.28,27.27,23.67,28.15,23.53,107.67,106.55,107.73,106.24,4630825.00,12033.62,12364.83,12420.01,12004.42,1672.47,1633.64,1675.45,1627.76
20220914,3946.01,3940.73,3961.94,3912.18,26.16,26.73,27.56,26.16,108.04,107.38,108.21,107.11,2743854.00,12134.4,12092.03,12170.25,12016.43,1633.64,1672.82,1687.51,1633.64
20220915,3901.35,3932.41,3959.14,3888.28,26.27,26.1,26.93,25.42,107.97,107.89,108.18,107.59,2008113.00,11927.49,12034.43,12153.34,11867.88,1672.82,1624.67,1672.82,1617.89
20220916,3873.33,3880.95,3880.95,3837.08,26.3,27.47,28.45,26.14,107.07,107.02,108.05,106.77,2813664.00,11861.38,11775.94,11875.09,11710.25,1624.67,1601.78,1624.67,1574.53
20220919,3899.89,3849.91,3900.45,3838.5,25.76,27.69,27.95,25.56,107.32,106.95,107.81,106.82,1774874.00,11953.27,11753.6,11956.79,11752.43,1601.78,1599.44,1601.78,1555.25
20220920,3855.93,3875.23,3876.01,3827.54,27.16,25.65,27.81,25.61,106.25,105.69,106.84,105.4,2550137.00,11851.54,11855.83,11951.13,11761.69,1599.44,1597.36,1605.93,1575.43
20220921,3789.93,3871.4,3907.07,3789.66,27.99,28.03,30.18,25.55,108.03,106.7,108.04,105.97,4306916.00,11637.79,11892.72,12062.52,11636.61,1597.36,1572.0,1629.06,1572.0
20220922,3757.99,3782.36,3790.9,3749.45,27.35,28.16,28.38,26.71,105.27,105.79,105.96,104.75,4807645.00,11501.65,11574.32,11617.99,11448.86,1572.0,1567.29,1606.53,1566.67
20220923,3693.23,3727.14,3727.14,3647.47,29.92,27.68,32.31,27.58,105.7,105.35,106.42,104.56,4043292.00,11311.24,11398.75,11402.41,11169.66,1567.29,1453.59,1567.29,1441.27
20220926,3655.04,3682.72,3715.67,3644.76,32.26,31.74,32.88,29.83,103.68,105.35,105.41,103.22,3948621.00,11254.11,11283.14,11473.36,11235.74,1453.59,1415.61,1463.91,1415.38
20220927,3647.29,3686.44,3717.53,3623.29,32.6,31.2,34.14,30.3,100.95,102.7,102.98,100.9,5946457.00,11271.75,11411.34,11502.38,11175.29,1415.61,1437.18,1461.61,1415.61
20220928,3719.04,3651.94,3736.74,3640.61,30.18,34.5,34.88,30.03,104.33,103.1,104.45,102.48,6216917.00,11493.83,11258.74,11546.87,11210.81,1437.18,1511.29,1516.79,1437.18
20220929,3640.47,3687.01,3687.01,3610.4,31.84,31.67,33.46,31.16,103.79,102.89,104.22,102.8,3354025.00,11164.78,11334.57,11339.91,11038.94,1511.29,1511.56,1514.82,1472.44
20220930,3585.62,3633.48,3671.44,3584.13,31.62,31.61,33.25,29.39,102.45,104.27,104.85,102.23,4664000.00,10971.22,11123.11,11296.16,10966.95,1511.56,1503.95,1523.43,1485.14
20221003,3678.43,3609.78,3698.35,3604.93,30.1,33.0,33.06,29.63,103.83,103.83,104.68,103.15,4499638.00,11229.73,11059.17,11296.43,10985.01,1503.95,1593.39,1602.45,1503.95
20221004,3790.93,3726.46,3791.87,3726.46,29.07,29.52,29.62,28.56,103.54,104.15,104.64,103.3,2869441.00,11582.54,11477.85,11609.25,11462.37,1593.39,1666.11,1666.24,1593.39
20221005,3783.28,3753.25,3806.91,3722.66,28.55,29.36,30.11,28.5,102.55,102.72,102.83,101.58,3859756.00,11573.18,11429.47,11647.62,11312.52,1666.11,1685.87,1698.91,1642.67
20221006,3744.52,3771.97,3797.93,3739.22,30.52,28.6,30.74,28.56,101.98,102.61,102.83,101.53,2679461.00,11485.5,11556.4,11660.55,11472.83,1685.87,1707.17,1711.93,1668.78
