DATE,CLOSESPX,OPENSPX,HIGHSPX,LOWSPX,CLOSEVIX,OPENVIX,HIGHVIX,LOWVIX,CLOSETLT,OPENTLT,HIGHTLT,LOWTLT,VOLTLT,PRICE,DIX,GEX,ADJCLOSESPX,VOLUMESPX
20211118,4704.54,4700.72,4708.8,4672.78,17.59,16.81,18.15,16.38,146.81,145.99,146.9,145.95,1940658.0,4704.540039,0.4143920464526874,23464318776.78,4704.540039,4226410000
20211119,4697.96,4708.44,4717.75,4694.22,17.91,17.36,19.01,17.23,148.36,147.61,148.59,147.59,2337334.0,4697.959961,0.4434456493405571,6166599259.97,4697.959961,4253180000
20211122,4682.94,4712.0,4743.83,4682.17,19.17,18.2,19.59,17.35,146.62,147.4,147.63,146.13,2806220.0,4682.939941,0.4185048625143117,5138825573.88,4682.939941,4441100000
20211123,4690.7,4678.48,4699.39,4652.66,19.38,20.24,20.91,19.03,144.5,145.95,146.1,144.5,2824994.0,4690.700195,0.4267768798526166,4537303163.05,4690.700195,4277590000
20211124,4701.46,4675.78,4702.87,4659.89,18.58,19.17,20.96,18.52,146.82,144.96,146.82,144.8,2607489.0,4701.459961,0.442082379478648,2775244522.72,4701.459961,3418430000
20211126,4594.62,4664.63,4664.63,4585.43,28.97,26.62,28.99,23.88,150.53,148.83,150.68,148.67,3256591.0,4594.620117,0.463402641265665,615070535.42,4594.620117,3517700000
20211129,4655.27,4628.75,4672.95,4625.26,22.96,25.31,25.69,21.71,149.32,148.29,149.63,148.17,3292582.0,4655.27002,0.4263388061107526,3701057825.22,4655.27002,4336410000
20211130,4567.0,4640.25,4646.02,4560.0,27.19,26.23,28.56,23.71,151.59,150.8,152.07,150.26,5748102.0,4567.0,0.4490475874023639,516976966.58,4567.0,6625990000
20211201,4513.04,4602.82,4652.94,4510.27,31.12,24.92,32.61,22.38,152.34,150.49,152.41,149.79,4206763.0,4513.040039,0.4419241889855411,1015727979.11,4513.040039,5366730000
20211202,4577.1,4504.73,4595.46,4504.73,27.95,29.44,30.68,27.15,152.53,152.92,152.98,151.56,3058789.0,4577.1,0.4356936883061164,2423610802.03,4577.100098,5077180000
20211203,4538.43,4589.49,4608.03,4495.12,30.67,26.95,35.32,25.89,154.35,151.68,155.11,151.35,5381301.0,4538.430176,0.4459077545176418,1277000975.77,4538.430176,5240070000
20211206,4591.67,4548.37,4612.6,4540.51,27.18,28.99,30.82,26.75,152.23,154.05,154.35,151.94,4709549.0,4591.669922,0.4444940473691861,598889337.73,4591.669922,4770800000
20211207,4686.75,4631.97,4694.04,4631.97,21.89,24.58,24.69,21.58,151.0,151.72,152.52,150.87,4403989.0,4686.75,0.4449531791097938,9317764203.03,4686.75,4492400000
20211208,4701.21,4690.86,4705.06,4674.52,19.9,21.74,23.11,19.85,148.39,150.47,150.48,148.36,4929375.0,4701.209961,0.4582344717378404,13398192424.62,4701.209961,4234600000
20211209,4667.45,4691.0,4695.26,4665.98,21.58,20.31,22.12,19.94,149.22,149.34,149.84,148.49,3962506.0,4667.450195,0.4710949812264985,9477705979.4,4667.450195,3903840000
20211210,4712.02,4687.64,4713.57,4670.24,18.69,21.27,21.3,18.69,148.86,149.92,150.23,148.81,2284740.0,4712.02002,0.4671186805465633,9983496995.58,4712.02002,3870110000
20211213,4668.97,4710.3,4710.3,4667.6,20.31,19.29,21.18,18.96,151.06,150.4,151.31,150.31,3284318.0,4668.970215,0.4701368493700001,6960414036.04,4668.970215,4397230000
20211214,4634.09,4642.99,4660.47,4606.52,21.89,19.67,23.0,19.67,150.7,150.35,150.93,149.33,2751418.0,4634.089844,0.458814025039899,4577148484.67,4634.089844,4485430000
20211215,4709.85,4636.46,4712.6,4611.22,19.29,21.6,23.47,19.02,149.25,149.63,150.79,149.13,4986308.0,4709.850098,0.4653860674065516,12373200395.11,4709.850098,4910130000
20211216,4668.67,4719.13,4731.99,4651.89,20.57,18.56,22.13,18.19,149.14,148.75,149.88,148.74,3655722.0,4668.669922,0.4720123535813348,4368410277.47,4668.669922,4829500000
20211217,4620.64,4652.5,4666.7,4600.22,21.57,20.7,23.26,20.49,150.83,150.34,150.98,150.17,3104965.0,4620.640137,0.4573565608478118,1098354660.09,4620.640137,7987090000
20211220,4568.02,4587.9,4587.9,4531.1,22.87,25.89,27.39,22.85,149.7,150.76,151.02,149.59,2849282.0,4568.02002,0.4166394572459271,331234190.68,4568.02002,4635700000
20211221,4649.23,4594.96,4651.14,4583.16,21.01,22.28,22.68,20.9,149.13,148.14,149.2,147.62,2959445.0,4649.22998,0.4467123030187387,4927778278.86,4649.22998,4072430000
20211222,4696.56,4650.36,4697.67,4645.53,18.63,21.04,21.36,18.59,149.82,149.73,149.86,149.03,1858378.0,4696.560059,0.435220526964804,14794687722.07,4696.560059,3319610000
20211223,4725.79,4703.96,4740.74,4703.96,17.96,18.81,18.93,17.62,148.52,149.58,149.6,148.03,1841520.0,4725.790039,0.4366138425093909,7235349038.55,4725.790039,2913040000
20211227,4791.19,4733.99,4791.29,4733.99,17.68,19.37,19.41,17.55,148.88,148.47,149.01,148.33,1329574.0,4791.189941,0.4506296848842308,7784043207.36,4791.189941,2770290000
20211228,4786.35,4795.49,4807.02,4780.04,17.54,17.78,18.47,17.51,148.29,149.59,149.78,148.01,1518752.0,4786.350098,0.421802626614768,9198138380.32,4786.350098,2707920000
20211229,4793.06,4788.64,4804.06,4778.08,16.95,17.63,18.0,16.71,146.67,146.92,147.3,146.41,2095136.0,4793.060059,0.4346541172889316,7065383461.37,4793.060059,2963310000
20211230,4778.73,4794.23,4808.93,4775.33,17.33,17.3,17.79,16.62,147.9,147.25,147.96,146.46,1849213.0,4778.72998,0.4052860402732798,8238695757.83,4778.72998,3124950000
20211231,4766.18,4775.21,4786.83,4765.75,17.22,17.63,18.27,16.99,148.19,147.8,149.02,147.43,2428995.0,4766.180176,0.4408385841692358,3338435885.86,4766.180176,2677820000
20220103,4796.56,4778.14,4796.56,4758.17,16.6,17.6,18.54,16.56,144.3,146.41,146.94,144.29,4459303.0,4796.560059,0.4256954693456193,7580233074.15,4796.560059,3831020000
20220104,4793.54,4804.51,4818.62,4774.27,16.91,16.57,17.81,16.34,143.7,143.61,144.11,142.74,4331911.0,4793.540039,0.4313662812762217,5028022970.29,4793.540039,4683170000
20220105,4700.58,4787.99,4797.7,4699.44,19.73,17.07,20.17,16.58,142.92,144.13,144.16,142.71,3581077.0,4700.580078,0.4228831161984276,50455727.15,4700.580078,4887960000
20220106,4696.05,4693.39,4725.01,4671.26,19.61,20.29,21.06,19.08,143.29,142.6,143.44,142.29,3109954.0,4696.049805,0.4172671859829597,2323040772.63,4696.049805,4295280000
20220107,4677.03,4697.66,4707.95,4662.74,18.76,19.85,20.8,18.57,142.26,143.14,143.23,141.57,3408577.0,4677.029785,0.4294333359992178,452211857.53,4677.029785,4181510000
20220110,4670.29,4655.34,4673.02,4582.24,19.4,19.58,23.33,19.29,142.61,141.65,142.8,141.36,2582026.0,4670.290039,0.4179765122143289,483338318.23,4670.290039,4511810000
20220111,4713.07,4669.14,4714.13,4638.27,18.41,19.62,21.0,18.2,143.56,142.88,143.63,142.69,2778650.0,4713.069824,0.4327653873418328,5128605733.42,4713.069824,4101590000
20220112,4726.35,4728.59,4748.83,4706.71,17.62,18.17,18.69,17.36,143.01,143.92,144.01,143.0,2522781.0,4726.350098,0.4498473771550625,7387201008.9,4726.350098,4048220000
20220113,4659.03,4733.56,4744.13,4650.29,20.31,18.06,20.61,17.45,144.28,143.39,144.42,143.03,3035888.0,4659.029785,0.4432440847387186,3349598945.66,4659.029785,4251730000
20220114,4662.85,4637.99,4665.13,4614.75,19.19,20.11,22.07,19.05,142.1,143.42,143.45,141.79,3463543.0,4662.850098,0.424451477339394,8103152386.75,4662.850098,4338490000
20220118,4577.11,4632.24,4632.24,4568.7,22.79,21.18,23.2,21.18,140.1,140.97,141.31,140.02,3368104.0,4577.109863,0.4550967439224503,3024987909.02,4577.109863,4748700000
20220119,4532.76,4588.03,4611.55,4530.2,23.85,23.12,23.99,21.85,141.07,140.51,141.7,140.32,3143425.0,4532.759766,0.4514661820465486,568341859.1,4532.759766,4465740000
20220120,4482.73,4547.35,4602.11,4477.95,25.59,23.46,25.89,21.68,141.94,141.39,141.99,141.1,2733182.0,4482.72998,0.4354307461332695,7496822660.71,4482.72998,4640870000
20220121,4397.94,4471.38,4494.52,4395.34,28.85,25.38,29.79,25.31,143.63,143.41,144.1,142.67,5188873.0,4397.939941,0.4322009182063372,1772597843.72,4397.939941,5589100000
20220124,4410.13,4356.32,4417.35,4222.62,29.9,28.2,38.94,28.02,142.45,144.29,144.36,142.43,4442532.0,4410.129883,0.3720455521901057,1653661644.65,4410.129883,6928110000
20220125,4356.45,4366.64,4411.01,4287.11,31.16,32.29,35.85,29.13,142.22,143.08,143.7,141.81,3114797.0,4356.450195,0.4703916810663004,2405353500.46,4356.450195,5145050000
20220126,4349.93,4408.43,4453.23,4304.8,31.96,29.35,33.04,26.9,140.5,142.25,142.56,140.49,4624915.0,4349.930176,0.5140296469398529,2195632576.32,4349.930176,5570640000
20220127,4326.51,4380.58,4428.74,4309.5,30.49,32.19,33.0,28.42,143.08,142.41,143.36,142.34,3235280.0,4326.509766,0.4960077181306831,1578080006.9,4326.509766,5214200000
20220128,4431.85,4336.19,4432.72,4292.46,27.66,30.27,32.82,27.28,143.13,142.08,143.45,141.85,1755190.0,4431.850098,0.4647574837452302,85454135.58,4431.850098,5031090000
20220131,4515.55,4431.79,4516.89,4414.02,24.83,28.36,29.41,24.71,142.39,142.18,142.95,141.98,2468148.0,4515.549805,0.5083787769271841,3089160807.42,4515.549805,5098610000
20220201,4546.54,4519.57,4550.49,4483.53,21.96,24.57,25.33,21.96,141.72,142.25,142.36,141.05,3543239.0,4546.540039,0.509548553069884,2674471325.89,4546.540039,4816830000
20220202,4589.38,4566.39,4595.31,4544.32,22.09,21.56,22.73,20.46,142.2,141.95,143.57,141.94,3387548.0,4589.379883,0.483121002757322,7730074046.62,4589.379883,4481580000
20220203,4477.44,4535.41,4542.88,4470.39,24.35,22.63,25.81,22.3,141.09,140.44,141.48,140.18,2883108.0,4477.439941,0.4787889466768222,2957158269.99,4477.439941,4401970000
20220204,4500.53,4482.79,4539.66,4451.5,23.22,23.77,26.26,22.07,139.01,139.84,140.14,138.78,4054348.0,4500.529785,0.4883861043697994,2970392085.98,4500.529785,4706290000
20220207,4483.87,4505.75,4521.86,4471.47,22.86,24.09,24.82,22.02,139.1,138.89,139.31,138.56,2209334.0,4483.870117,0.4628097329533692,1220200355.33,4483.870117,4228480000
20220208,4521.54,4480.02,4531.32,4465.4,21.44,23.09,23.48,21.32,138.17,138.21,138.58,137.83,3135213.0,4521.540039,0.4875801902232197,3123330275.7045,4521.540039,4459620000
20220209,4587.18,4547.0,4590.03,4547.0,19.96,21.27,21.3,19.93,138.43,138.71,139.37,138.19,2432186.0,4587.180176,0.5028308149072428,6184981514.96,4587.180176,4524350000
20220210,4504.08,4553.24,4588.92,4484.31,23.91,20.37,24.77,20.18,136.23,137.66,137.82,135.84,6105798.0,4504.080078,0.5410693475800269,2544163934.49,4504.080078,5314860000
20220211,4418.64,4506.27,4526.33,4401.41,27.36,24.39,30.99,23.33,138.25,136.85,138.51,135.37,7067043.0,4418.640137,0.5112187576936246,628675909.92,4418.640137,5251500000
20220214,4401.67,4412.61,4426.22,4364.84,28.33,29.17,32.04,28.33,136.53,137.13,137.73,135.97,3681432.0,4401.669922,0.5094728786880304,1250192164.5,4401.669922,4600390000
20220215,4471.07,4429.28,4472.77,4429.28,25.7,28.09,28.09,25.33,134.98,135.6,135.84,134.94,2733500.0,4471.069824,0.5025017966998709,3251691399.97,4471.069824,4430830000
20220216,4475.01,4455.75,4489.55,4429.68,24.29,25.19,27.09,23.88,135.78,135.95,136.06,134.51,2621775.0,4475.009766,0.5013181003566954,4833309246.81,4475.009766,4283640000
20220217,4380.26,4456.06,4456.06,4373.81,28.11,24.83,28.37,24.76,136.79,136.46,137.56,135.9,4114816.0,4380.259766,0.4898564913914044,821183097.31,4380.259766,4539420000
20220218,4348.87,4384.57,4394.6,4327.22,27.75,26.66,29.71,26.38,138.23,137.52,138.37,137.16,3130998.0,4348.870117,0.5009166494846178,533679223.17,4348.870117,4708060000
20220222,4304.76,4332.74,4362.12,4267.11,28.81,31.8,32.04,28.4,138.59,137.7,138.67,137.47,3164133.0,4304.759766,0.4424983652879219,1625054552.69,4304.759766,5121900000
20220223,4225.5,4324.93,4341.51,4221.51,31.02,28.04,31.07,27.2,136.68,137.67,137.84,136.56,2963411.0,4225.5,0.4883231591864598,2220759162.12,4225.5,4797430000
20220224,4288.7,4155.77,4294.73,4114.65,30.32,37.5,37.79,29.45,136.77,139.09,139.15,136.25,4693050.0,4288.700195,0.4483568411285369,378968071.39,4288.700195,6752130000
20220225,4384.65,4298.38,4385.34,4286.83,27.59,31.68,32.0,26.93,136.87,136.84,137.3,136.18,2769115.0,4384.649902,0.4916010146198582,1776066413.09,4384.649902,5177060000
20220228,4373.94,4354.17,4388.84,4315.12,30.15,32.44,33.51,28.43,139.87,138.44,140.04,138.32,4380124.0,4373.939941,0.5228270697271643,1712560976.79,4373.939941,6071370000
20220301,4306.26,4363.14,4378.45,4279.54,33.32,29.45,35.19,29.44,141.3,140.36,142.32,140.01,6350852.0,4306.259766,0.5052238876127334,708443963.93,4306.259766,5846230000
20220302,4386.54,4322.56,4401.48,4322.56,30.74,34.2,34.41,30.12,136.47,139.87,140.42,136.41,5277192.0,4386.540039,0.4811445428665474,2421498537.71,4386.540039,5337870000
20220303,4363.49,4401.31,4416.78,4345.56,30.48,30.52,32.01,29.31,137.86,137.5,138.7,137.02,3465488.0,4363.490234,0.4784480275856207,1006702014.5,4363.490234,5039890000
20220304,4328.87,4342.12,4342.12,4284.98,31.98,31.9,34.65,31.47,140.24,140.36,140.82,139.31,3793404.0,4328.870117,0.4859956376480791,650053948.24,4328.870117,5797380000
20220307,4201.09,4327.01,4327.01,4199.85,36.45,35.88,36.55,32.59,139.17,139.12,140.62,138.77,4742038.0,4201.089844,0.4214014092540264,1462294426.57,4201.089844,6940470000
20220308,4170.7,4202.66,4276.94,4157.87,35.13,36.19,37.52,32.78,137.77,137.51,138.25,137.25,5178109.0,4170.700195,0.4366891259827035,1886069108.635,4170.700195,7243120000
20220309,4277.88,4223.1,4299.4,4223.1,32.45,33.74,34.12,31.39,136.42,137.06,137.34,136.13,3763456.0,4277.879883,0.4694144357821445,1422701822.08,4277.879883,5662670000
20220310,4259.52,4252.55,4268.28,4209.8,30.23,33.03,34.03,30.23,134.46,134.83,135.16,133.73,4946213.0,4259.52002,0.4972234543040841,2972561100.64,4259.52002,4980830000
20220311,4204.31,4279.5,4291.01,4200.49,30.75,30.43,31.04,28.84,134.91,134.34,135.45,134.21,2700423.0,4204.310059,0.5166063486927546,692503450.94,4204.310059,4938640000
20220314,4173.11,4202.75,4247.57,4161.72,31.77,31.03,33.18,30.06,131.76,132.68,132.89,131.72,4397757.0,4173.109863,0.4807491901049326,1832241576.09,4173.109863,5574920000
20220315,4262.45,4188.82,4271.05,4187.9,29.83,33.13,33.83,29.57,131.53,132.82,133.15,131.19,4093566.0,4262.450195,0.4806548263788225,45493422.69,4262.450195,5392470000
20220316,4357.86,4288.14,4358.45,4251.99,26.67,29.02,29.8,26.29,132.82,131.83,133.13,130.33,4792837.0,4357.859863,0.4891805237403097,8190923166.6,4357.859863,6309750000
20220317,4411.67,4345.11,4411.67,4335.65,25.67,26.51,27.47,25.25,131.83,132.81,133.34,131.07,3441016.0,4411.669922,0.5055661755327756,9427733113.76,4411.669922,4985090000
20220318,4463.12,4407.34,4465.4,4390.57,23.87,26.36,26.82,23.85,133.44,132.6,133.53,132.59,6716562.0,4463.120117,0.5468016916655677,4564414960.55,4463.120117,8278430000
20220321,4461.18,4462.4,4481.75,4424.3,23.53,25.14,25.36,22.99,130.35,131.23,131.67,129.76,3870851.0,4461.180176,0.5029687767159673,5205696539.73,4461.180176,4869820000
20220322,4511.61,4469.1,4522.0,4469.1,22.94,24.02,24.02,22.7,128.68,128.92,129.33,128.35,4014378.0,4511.609863,0.4899302665058409,7678985456.51,4511.609863,4754840000
20220323,4456.24,4493.1,4501.07,4455.81,23.57,23.04,24.03,22.64,131.5,129.42,131.6,128.86,3363434.0,4456.240234,0.5036081630767052,5998126383.99,4456.240234,4550670000
20220324,4520.16,4469.98,4520.58,4465.17,21.67,23.61,23.79,21.49,130.47,129.67,131.18,129.6,2755525.0,4520.160156,0.4709981588027948,7694781048.57,4520.160156,4131390000
20220325,4543.06,4522.91,4546.03,4501.07,20.81,21.87,22.86,20.8,128.66,129.52,129.52,127.66,4369177.0,4543.060059,0.4974489659155003,4652303632.1,4543.060059,4305020000
20220328,4575.52,4541.09,4575.65,4517.69,19.63,22.14,23.33,19.54,129.76,129.4,130.56,129.06,2446334.0,4575.52002,0.4911877078108415,8319653923.62,4575.52002,4312260000
20220329,4631.6,4602.86,4637.3,4589.66,18.9,19.7,19.73,18.67,130.74,130.55,131.55,129.75,3506473.0,4631.600098,0.4734424421028874,9140784923.03,4631.600098,5085910000
20220330,4602.45,4624.2,4627.77,4581.32,19.33,19.38,20.51,18.72,131.76,130.09,132.01,129.99,2881017.0,4602.450195,0.5008462176166129,8005330614.83,4602.450195,4385570000
20220331,4530.41,4599.02,4603.07,4530.41,20.56,19.68,21.48,19.54,132.08,132.03,132.66,131.66,3979406.0,4530.410156,0.4720401713418696,3976160043.38,4530.410156,4823020000
20220401,4545.86,4540.32,4548.7,4507.57,19.63,20.62,20.86,19.41,132.38,130.0,132.95,129.72,3601911.0,4545.859863,0.4645076789438502,3582782197.39,4545.859863,4562940000
20220404,4582.64,4547.97,4583.5,4539.21,18.57,20.75,20.78,18.45,131.46,131.93,131.97,130.72,2138545.0,4582.640137,0.4801264735659328,5945441880.37,4582.640137,4547350000
20220405,4525.12,4572.45,4593.45,4514.17,21.03,18.79,21.57,18.55,128.49,130.76,130.77,128.3,4735554.0,4525.120117,0.4864905755597764,3591475431.52,4525.120117,4800620000
20220406,4481.15,4494.17,4503.94,4450.04,22.1,21.27,24.78,21.24,127.45,126.42,128.29,126.4,4001584.0,4481.149902,0.4357465704499257,1373425175.5,4481.149902,4986830000
20220407,4500.21,4474.65,4521.16,4450.3,21.55,21.97,23.82,21.12,126.49,126.12,126.67,125.41,4515939.0,4500.209961,0.4587838383451602,710491425.92,4500.209961,4821490000
20220408,4488.28,4494.15,4520.41,4474.6,21.16,21.25,22.34,20.28,125.12,125.45,125.83,124.26,4469284.0,4488.279785,0.4454176644954991,4341863239.32,4488.279785,4083200000
20220411,4412.53,4462.64,4464.35,4408.38,24.37,23.09,24.42,22.09,123.14,123.92,124.19,122.57,4622664.0,4412.529785,0.434598632259499,107470892.48,4412.529785,4266290000
20220412,4397.45,4437.59,4471.0,4381.34,24.26,24.94,25.38,22.27,122.97,124.05,124.16,122.68,3767785.0,4397.450195,0.4512817202261313,4365979912.22,4397.450195,4152090000
20220413,4446.59,4394.3,4453.92,4392.7,21.82,23.52,24.45,21.37,123.22,123.04,124.29,122.9,2876407.0,4446.589844,0.4466885713973968,813715293.51,4446.589844,3828150000
20220414,4392.59,4449.12,4460.46,4390.77,22.7,21.72,22.7,20.85,120.75,122.86,122.92,120.39,6305024.0,4392.589844,0.4728009937210105,389729826.46,4392.589844,4083090000
20220418,4391.69,4385.63,4410.31,4370.3,22.17,24.52,24.6,21.98,120.15,120.87,121.07,119.69,3418135.0,4391.689941,0.4600272157248736,29363519.85,4391.689941,3910490000
20220419,4462.21,4390.63,4471.03,4390.63,21.37,22.55,22.92,20.36,119.25,119.17,119.71,118.68,5372672.0,4462.209961,0.4533383843796995,3736731847.1,4462.209961,4108120000
20220420,4459.45,4472.26,4488.29,4448.76,20.32,21.13,21.32,19.75,121.65,120.22,121.96,119.92,5456649.0,4459.450195,0.447257554622623,1403102718.62,4459.450195,4290450000
20220421,4393.66,4489.17,4512.94,4384.47,22.68,20.24,23.28,19.81,120.75,120.82,120.9,119.18,4634164.0,4393.660156,0.4244492622718093,23667370.38,4393.660156,4636890000
20220422,4271.78,4385.83,4385.83,4267.62,28.21,22.71,28.27,22.62,119.99,120.07,121.42,119.81,4012854.0,4271.779785,0.4380450198373005,707370661.08,4271.779785,4651940000
20220425,4296.12,4255.34,4299.02,4200.82,27.02,30.04,31.6,26.8,121.19,121.39,122.19,121.12,4256253.0,4296.120117,0.4194350040954677,337188402.5,4296.120117,5240040000
20220426,4175.2,4278.14,4278.14,4175.2,33.52,27.38,33.81,27.06,122.41,122.44,123.03,121.77,4440618.0,4175.200195,0.4520937759341911,1759144334.57,4175.200195,4689970000
20220427,4183.96,4186.52,4240.71,4162.9,31.6,31.11,32.77,29.82,120.84,122.19,122.32,120.77,2332490.0,4183.959961,0.4345284198699164,2141585988.43,4183.959961,4769680000
20220428,4287.5,4222.58,4308.45,4188.63,29.99,29.91,32.0,28.0,121.02,120.39,121.06,120.01,3006577.0,4287.5,0.4520591669512339,105030297.58,4287.5,4854180000
20220429,4131.93,4253.75,4269.68,4124.28,33.4,28.97,34.34,28.54,119.45,119.26,120.97,119.11,4627771.0,4131.930176,0.4635257408922454,1174932280.81,4131.930176,5084030000
20220502,4155.38,4130.61,4169.81,4062.51,32.34,33.35,36.64,31.74,117.18,117.84,118.27,116.94,4606221.0,4155.379883,0.4602533123747508,925363915.06,4155.379883,5163790000
20220503,4175.48,4159.78,4200.1,4147.08,29.25,31.76,32.82,29.06,117.97,119.08,119.3,117.9,3424393.0,4175.47998,0.4610640972332477,348333228.91,4175.47998,4582050000
20220504,4300.17,4181.18,4307.66,4148.91,25.42,29.12,29.42,24.94,118.62,117.95,118.96,117.35,5214706.0,4300.169922,0.486519374721654,4503160837.97,4300.169922,5136360000
20220505,4146.87,4270.43,4270.43,4106.01,31.2,25.97,33.2,25.78,115.37,116.34,116.47,114.02,8857540.0,4146.870117,0.4964853872945992,1434460340.04,4146.870117,5077030000
20220506,4123.34,4128.17,4157.69,4067.91,30.19,32.23,35.34,29.83,113.67,114.13,115.03,113.32,6835903.0,4123.339844,0.4708221949621741,1017344605.79,4123.339844,5116940000
20220509,3991.24,4081.27,4081.27,3975.48,34.75,31.9,35.48,31.9,114.67,112.85,114.71,112.62,5416261.0,3991.23999,0.416092571494453,1868208095.55,3991.23999,5954520000
20220510,4001.05,4035.18,4068.82,3958.17,32.99,33.66,34.84,32.24,115.71,115.9,116.96,115.49,7080982.0,4001.050049,0.4401032121399379,1986446947.49,4001.050049,5885820000
20220511,3935.18,3990.08,4049.09,3928.82,32.56,32.87,34.39,30.69,117.94,114.76,117.94,114.44,5870284.0,3935.179932,0.4540096268136891,2519691054.66,3935.179932,5816140000
20220512,3930.08,3903.95,3964.8,3858.87,31.77,33.74,34.76,31.7,117.72,118.01,118.89,117.66,5728164.0,3930.080078,0.4189913360634772,3429697353.99,3930.080078,6286450000
20220513,4023.89,3963.9,4038.88,3963.9,28.87,31.09,31.2,28.78,115.98,116.97,117.15,115.9,3768842.0,4023.889893,0.4529515988834721,1426612506.71,4023.889893,5183340000
20220516,4008.01,4013.02,4046.46,3983.99,27.47,30.01,30.23,27.36,115.86,116.19,116.92,115.85,2277002.0,4008.01001,0.5201815291073775,1135155035.94,4008.01001,4415030000
20220517,4088.85,4052.0,4090.72,4033.93,26.1,27.07,27.17,25.51,114.46,114.71,115.35,114.36,2761667.0,4088.850098,0.5111652714097823,521341737.0,4088.850098,4841410000
20220518,3923.68,4051.98,4051.98,3911.91,30.96,26.74,31.49,26.21,116.9,114.72,116.99,114.61,2472349.0,3923.679932,0.4975285169080962,3157560491.09,3923.679932,5103220000
20220519,3900.79,3899.0,3945.96,3876.58,29.35,31.24,33.11,29.06,117.18,118.63,118.71,116.86,3419975.0,3900.790039,0.4558133182267513,3674619775.84,3900.790039,5113550000
20220520,3901.36,3927.76,3943.42,3810.32,29.43,28.78,32.91,28.06,118.51,117.1,119.02,117.06,3705095.0,3901.360107,0.4843411666546648,1408475626.91,3901.360107,5130730000
20220523,3973.75,3919.42,3981.88,3909.04,28.48,28.98,30.39,28.29,116.56,117.68,118.25,116.55,2527834.0,3973.75,0.4699115014296484,827734133.38,3973.75,4420030000
20220524,3941.48,3942.94,3955.68,3875.13,29.45,29.43,31.07,29.04,118.86,117.94,119.62,117.88,3555050.0,3941.47998,0.4910733666881201,975215961.6,3941.47998,4923190000
20220525,3978.73,3929.59,3999.33,3925.03,28.37,29.33,30.23,28.16,119.33,119.61,119.61,118.59,2755413.0,3978.72998,0.471711243018577,133835413.89,3978.72998,4802560000
20220526,4057.84,3984.6,4075.14,3984.6,27.5,28.42,28.46,27.11,118.79,119.02,119.09,117.81,2902510.0,4057.840088,0.4923202564732615,3830138869.3,4057.840088,4709970000
20220527,4158.24,4077.43,4158.34,4077.43,25.72,27.5,27.54,25.57,119.08,119.29,119.72,118.75,2010154.0,4158.240234,0.5294658316912269,3229619786.44,4158.240234,4375620000
20220531,4132.15,4151.09,4168.34,4104.88,26.19,27.47,28.35,25.94,116.56,117.19,117.21,115.93,4952752.0,4132.149902,0.5281746390081205,3396672527.89,4132.149902,6822640000
20220601,4101.23,4149.78,4166.54,4073.85,25.69,26.05,27.73,25.38,116.22,117.02,117.34,115.69,2809720.0,4101.22998,0.5226027525845165,2772951834.21,4101.22998,4531800000
20220602,4176.82,4095.41,4177.51,4074.37,24.72,25.73,26.5,24.33,116.28,116.65,116.7,115.46,1885896.0,4176.819824,0.502836090063354,8849277572.78,4176.819824,4405790000
20220603,4108.54,4137.57,4142.67,4098.67,24.79,24.91,25.96,24.76,116.03,115.07,116.05,114.87,2572445.0,4108.540039,0.5511150953315977,1411442276.51,4108.540039,3711110000
20220606,4121.43,4134.72,4168.78,4109.18,25.07,25.37,25.81,24.82,113.89,115.15,115.5,113.82,3240817.0,4121.430176,0.524174420356468,889379135.34,4121.430176,4332700000
20220607,4160.68,4096.47,4164.86,4080.19,24.02,25.54,26.24,23.88,115.12,114.61,115.78,114.59,2233230.0,4160.680176,0.5141049304796693,2723715124.52,4160.680176,4248210000
20220608,4115.77,4147.12,4160.14,4107.2,23.96,24.37,24.78,23.74,114.1,114.67,115.13,114.08,2102361.0,4115.77002,0.5157375512811582,1724845025.73,4115.77002,4159470000
20220609,4017.82,4101.65,4119.1,4017.17,26.09,24.29,26.24,23.82,114.48,113.84,114.7,113.68,2412264.0,4017.820068,0.5126266841543828,1424303517.12,4017.820068,4134170000
20220610,3900.86,3974.39,3974.39,3900.16,27.75,26.26,29.63,26.05,113.77,114.33,114.61,112.97,3659061.0,3900.860107,0.5081973000736029,1323234349.385,3900.860107,4889640000
20220613,3749.63,3838.15,3838.15,3734.3,34.02,31.37,35.05,31.29,110.2,111.5,111.65,109.24,5466069.0,3749.629883,0.4465570296824429,3321834606.89,3749.629883,5636890000
20220614,3735.48,3763.52,3778.18,3705.68,32.69,33.01,34.0,32.06,108.81,110.52,110.98,108.59,3374582.0,3735.47998,0.4369556006180874,3167093025.18,3735.47998,5153890000
20220615,3789.99,3764.05,3837.56,3722.3,29.62,32.39,32.77,27.76,110.84,110.09,110.99,109.04,4508657.0,3789.98999,0.4495462943948837,1800132695.87,3789.98999,5530480000
20220616,3666.77,3728.18,3728.18,3639.77,32.95,30.35,34.82,30.35,111.72,108.45,111.72,108.11,4616486.0,3666.77002,0.4751537842957742,3841187936.155,3666.77002,5644930000
20220617,3674.84,3665.9,3707.71,3636.87,31.13,32.84,33.31,30.47,112.08,112.01,112.83,110.97,3753134.0,3674.840088,0.4546242075357266,1568342151.595,3674.840088,8520740000
